Sclose  
  24.33 
   12.5 
  28.94 
  87.75 
  30.48 
  27.28 
  19.33 
  46.08 
  46.45 
  56.18 
  19.66 
  13.66 
  17.64 
  54.46 
  17.31 
  49.77 
   38.4 
  51.25 
  37.17 
  10.12 
  21.25 
  19.43 
  78.42 
  69.43 
  48.52 
  69.43 
  43.64 
  53.74 
  31.85 
  16.78 
  43.19 
  30.26 
  11.51 
 19.505 
   62.6 
  98.41 
   40.3 
  90.34 
  15.19 
  18.45 
  65.53 
  24.12 
  69.63 
  25.12 
  10.36 
  73.14 
  19.15 
  10.41 
  24.81 
  25.72 
  17.97 
  97.79 
  10.41 
  36.18 
  21.03 
  46.92 
  42.14 
  28.54 
  22.65 
   14.1 
  36.04 
  21.13 
   82.1 
   10.4 
  56.69 
  27.96 
  32.18 
  96.02 
  33.55 
  14.93 
  43.77 
  90.27 
  32.61 
  95.22 
  28.65 
  10.73 
  85.45 
  40.41 
  10.97 
  90.54 
  36.13 
  20.15 
  37.25 
  11.25 
  48.81 
  18.66 
  55.78 
  16.66 
  83.24 
  18.31 
  10.64 
  73.17 
  24.83 
  16.45 
  27.95 
  14.29 
   31.2 
  22.79 
  35.14 
  40.99 
  43.57 
  51.68 
  11.27 
  35.59 
  45.34 
  28.94 
  68.98 
  57.21 
   25.7 
  11.88 
  39.14 
  67.81 
  13.48 
  16.77 
  28.22 
  19.61 
  23.86 
  18.58 
  29.08 
  64.28 
   63.8 
  21.71 
  73.89 
  53.43 
  26.79 
  19.75 
  23.39 
  11.76 
  32.41 
  34.83 
  82.15 
  20.89 
  33.01 
  22.65 
  71.76 
  10.98 
  54.16 
  33.47 
  11.91 
  18.22 
  79.88 
   93.7 
  43.04 
  38.58 
  16.71 
  14.35 
  18.34 
  52.19 
  43.88 
  12.46 
  15.28 
  15.73 
  14.75 
  53.07 
  86.88 
   57.2 
  14.96 
  12.45 
  69.26 
  11.62 
  90.08 
  21.27 
  29.49 
  87.99 
  67.02 
  50.58 
   15.2 
  22.13 
  73.17 
  56.04 
  79.12 
   52.7 
  27.34 
   21.9 
  14.55 
  62.41 
   17.3 
  17.53 
  14.21 
  31.57 
   22.1 
  30.85 
  35.06 
  10.31 
  49.16 
  16.83 
  31.88 
  27.92 
  20.28 
  21.61 
  41.68 
  70.17 
  52.55 
   41.1 
  34.29 
  22.75 
  17.31 
  14.74 
   20.7 
  28.53 
  34.55 
  45.09 
  67.73 
  19.25 
   52.2 
  70.87 
     31 
  25.36 
  23.81 
  21.24 
  83.36 
  49.89 
  57.21 
  10.34 
  10.79 
  14.48 
  34.23 
  18.31 
  52.87 
  10.23 
  48.47 
  64.05 
   39.9 
  15.25 
  57.23 
  80.93 
  13.92 
  10.93 
  12.05 
  14.43 
  17.94 
  26.95 
  41.33 
  61.66 
  45.04 
  20.64 
  13.42 
  74.56 
  94.55 
     13 
   13.5 
  69.29 
  97.27 
  24.03 
  51.71 
  16.92 
  89.74 
  14.86 
  31.25 
  13.72 
  53.86 
  59.26 
  77.12 
  85.58 
  29.76 
   41.5 
  31.04 
  81.77 
  11.45 
   20.3 
  19.85 
   14.7 
  10.31 
  28.73 
  10.75 
  33.52 
   10.3 
  23.55 
  11.53 
  10.01 
  13.13 
  15.65 
  13.14 
  24.32 
  21.22 
  43.95 
  77.46 
  95.04 
  78.64 
  53.84 
  86.93 
  28.91 
  13.65 
   25.3 
  74.68 
  11.83 
  10.17 
  46.42 
  52.93 
  95.18 
  28.92 
  98.33 
  13.65 
  49.68 
  13.23 
  20.69 
  96.35 
  36.96 
  96.93 
  31.42 
  44.56 
  13.71 
     21 
  14.33 
  28.58 
   10.1 
  47.33 
  10.52 
  91.49 
  14.08 
  18.05 
  83.67 
  13.44 
  12.08 
  38.54 
  12.43 
  22.98 
  41.64 
  10.02 
  16.21 
  67.97 
  14.32 
  40.05 
  71.56 
  11.99 
  10.71 
  14.88 
  67.14 
  16.29 
  11.78 
  18.58 
     79 
  31.76 
  98.86 
  35.09 
  12.31 
  53.25 
  34.26 
  96.68 
  92.98 
  12.73 
     92 
  50.72 
  49.91 
  14.66 
  16.07 
  17.75 
  16.52 
  27.24 
  38.85 
  27.01 
   42.6 
   23.4 
  24.26 
   18.9 
  29.16 
  63.16 
  41.53 
  17.56 
     23 
  64.21 
   68.3 
  14.78 
   25.5 
  19.53 
  17.72 
  49.32 
  15.47 
  46.16 
  15.42 
  51.99 
  78.29 
  19.72 
  13.59 
  12.99 
  30.96 
  16.21 
  17.36 
  22.41 
   98.4 
  64.94 
   12.4 
  17.02 
  11.95 
  15.68 
  23.83 
  29.14 
  10.19 
   26.2 
  26.91 
  54.14 
  14.93 
     22 
  37.72 
   73.2 
  54.86 
  18.09 
  76.68 
  41.65 
  21.81 
  29.09 
   17.4 
  91.84 
  23.86 
  16.53 
  10.48 
  12.61 
  14.18 
  60.14 
  15.94 
  55.22 
     64 
  30.56 
   29.3 
  28.05 
  28.66 
  13.64 
   14.2 
   42.5 
   29.3 
  30.81 
   17.5 
  12.56 
  95.88 
  24.25 
  10.14 
  40.37 
     47 
  12.82 
  15.56 
  25.45 
  19.48 
  36.91 
  92.23 
  13.79 
  17.85 
  20.27 
  13.25 
  13.48 
  27.43 
  12.75 
  11.25 
  18.26 
  34.85 
  11.45 
  25.65 
  15.34 
  11.92 
   56.9 
  17.02 
  27.44 
  65.23 
  46.64 
  18.31 
  13.82 
  25.69 
  29.67 
  12.16 
  25.24 
  29.96 
   22.9 
  35.56 
  39.16 
   18.7 
  31.39 
  18.38 
  27.08 
  75.65 
  12.12 
  13.37 
  11.28 
   93.8 
  42.82 
  24.12 
  12.92 
  10.39 
  13.09 
  15.55 
  27.21 
  31.39 
  29.97 
  58.72 
   29.3 
  31.88 
  15.03 
  10.68 
  51.37 
  12.44 
  28.49 
  11.25 
   13.8 
  87.39 
  28.97 
  16.34 
  27.03 
  57.46 
  72.24 
  98.82 
  20.41 
  30.78 
  10.91 
  15.28 
  20.01 
  20.54 
  59.65 
  18.49 
  36.09 
  31.23 
  13.59 
  20.86 
  61.02 
  41.73 
  75.99 
  68.86 
  13.03 
  39.25 
  16.49 
  12.05 
  28.04 
  59.03 
  66.92 
  69.15 
  18.89 
  14.58 
  36.98 
  28.35 
  12.98 
  41.77 
  13.25 
  15.56 
  28.79 
  14.36 
   39.2 
  26.68 
  30.34 
  75.78 
  36.48 
  11.96 
  14.77 
  20.24 
  12.26 
  67.15 
  68.71 
  66.43 
  10.62 
  19.04 
  15.19 
  11.59 
  22.39 
  38.82 
   33.8 
  58.08 
  75.25 
10.9452 
  29.53 
  14.77 
  15.51 
   10.5 
  11.07 
  31.56 
  25.24 
  28.37 
  75.67 
  65.85 
  75.12 
   10.2 
  37.62 
  23.77 
  32.18 
  48.28 
  11.28 
  13.96 
  31.23 
  33.95 
  18.22 
  50.01 
  62.94 
  15.31 
  13.71 
  11.22 
  32.04 
   28.7 
  30.09 
  15.65 
  12.27 
  16.64 
   56.6 
  13.18 
  15.79 
   23.5 
  13.78 
   33.8 
  10.03 
   11.2 
  42.98 
  31.67 
  11.82 
  50.01 
  14.98 
   72.3 
   17.8 
   12.8 
  11.67 
   48.8 
  29.67 
  39.11 
  91.54 
  10.88 
  60.23 
  90.11 
  16.88 
  42.11 
  39.22 
  66.37 
  24.92 
  48.82 
  14.02 
   10.7 
  12.75 
  33.18 
  10.84 
  19.08 
  10.41 
  47.24 
  45.25 
  52.41 
  23.86 
  25.09 
   10.6 
  12.35 
  13.12 
  10.17 
  43.82 
  30.28 
 17.275 
  42.06 
  76.86 
  44.08 
  45.08 
10.0465 
  72.99 
  22.87 
  14.59 
  56.15 
  91.94 
  14.41 
  10.73 
   29.4 
  32.49 
  10.37 
  19.86 
  33.36 
  18.71 
  71.81 
  22.05 
  10.67 
  45.46 
  17.07 
  14.98 
   14.9 
  15.96 
  27.34 
  13.73 
  15.97 
  16.81 
  12.83 
  69.03 
  16.67 
  39.64 
  38.24 
  37.52 
  14.95 
  12.15 
  74.41 
  24.88 
  20.65 
   16.6 
  21.73 
   23.1 
  19.27 
   16.5 
  29.17 
  15.72 
  30.84 
  16.12 
  80.61 
  25.67 
  21.25 
  99.07 
  30.89 
   16.5 
   38.3 
  58.67 
  46.68 
   68.3 
  44.26 
  11.65 
   32.1 
  52.86 
  39.63 
  12.49 
  18.87 
  13.59 
  91.74 
  43.56 
  40.55 
  30.47 
  11.45 
  98.56 
   82.2 
  22.86 
  29.17 
  13.39 
  20.91 
  67.82 
  69.05 
  17.28 
  24.02 
  16.06 
  32.57 
   22.7 
  33.06 
   21.7 
  11.12 
  87.11 
  18.74 
  15.72 
   75.9 
  59.08 
  12.19 
  21.81 
  17.51 
  17.89 
  20.91 
  62.55 
  51.14 
  21.21 
  10.54 
  98.86 
  33.99 
   12.2 
  15.22 
  26.61 
  24.45 
  40.97 
  35.38 
  37.88 
  14.92 
  12.56 
  35.29 
  17.08 
  42.91 
  34.24 
  30.74 
  24.86 
  10.99 
   65.9 
   35.1 
  47.55 
  62.85 
  46.71 
  15.82 
  90.53 
  12.11 
  19.71 
  12.16 
  55.03 
  81.32 
  12.32 
  63.34 
   29.5 
  99.39 
  10.95 
  24.51 
  15.57 
  72.03 
  17.78 
  17.21 
  15.18 
  10.11 
  12.37 
  57.13 
  38.67 
  13.65 
   11.5 
   27.5 
  12.51 
  10.57 
  16.23 
  18.24 
  28.43 
   57.2 
   54.9 
  17.16 
   15.7 
  10.84 
  14.96 
  14.73 
  40.33 
  59.96 
  77.32 
  20.85 
  15.56 
24.0864 
  47.79 
  60.21 
  16.02 
   33.3 
   27.5 
  18.25 
  23.46 
  84.99 
  11.72 
  22.26 
  58.34 
  47.08 
  33.45 
  34.07 
  18.88 
  12.11 
   64.4 
  47.48 
  11.61 
  17.07 
  46.06 
  25.35 
  83.24 
  14.25 
  17.14 
  34.54 
  53.43 
  57.94 
  38.76 
  46.32 
  35.83 
  12.84 
  23.03 
  20.85 
  36.36 
  15.53 
  21.75 
  76.75 
   22.8 
  44.71 
   14.6 
  16.54 
  19.05 
  64.25 
  10.89 
  14.86 
   85.5 
  15.26 
  10.63 
  13.91 
   33.5 
  13.16 
  91.44 
  91.82 
  18.18 
   18.3 
  19.66 
  15.71 
  94.04 
  17.25 
   10.8 
  26.21 
  21.11 
  53.17 
  13.77 
  14.16 
  61.98 
  48.25 
   57.8 
  49.06 
  49.94 
  57.08 
  32.01 
  12.87 
  15.14 
  26.03 
  51.78 
  64.81 
  78.14 
  32.88 
  71.53 
   21.2 
  27.28 
  58.63 
  18.18 
  44.39 
  87.45 
  15.37 
   22.1 
  22.53 
  31.87 
  15.02 
  20.18 
  10.37 
  29.69 
  48.74 
  99.59 
     12 
  12.61 
  10.66 
  11.28 
  14.67 
  83.82 
   10.2 
  31.92 
  11.14 
  12.23 
  12.24 
  11.91 
  41.01 
  75.02 
  19.09 
  54.67 
  21.07 
  15.44 
  39.48 
  86.36 
  13.74 
  12.03 
  28.75 
  28.03 
  48.03 
  32.25 
  48.42 
  36.53 
   19.4 
  21.33 
  77.63 
  15.54 
  66.15 
  14.89 
  28.99 
  12.73 
  43.35 
  71.94 
  12.21 
  81.77 
  20.14 
  11.13 
   81.2 
  32.86 
   22.5 
  41.57 
  65.65 
   10.9 
  19.38 
   13.4 
  57.23 
  74.02 
   11.2 
  41.08 
  23.04 
  10.15 
  10.96 
  93.62 
  89.06 
  32.85 
  11.92 
  10.46 
  79.79 
  88.54 
  20.04 
   73.9 
  18.18 
   17.1 
  13.15 
  39.43 
  11.51 
  16.17 
  31.57 
  68.23 
  79.65 
  68.16 
  38.84 
  11.04 
  29.56 
   22.8 
  56.14 
  43.53 
  45.01 
  16.22 
  25.77 
  35.25 
  20.98 
  53.22 
  38.39 
  26.82 
  22.57 
  10.93 
  20.97 
  34.96 
  13.32 
  13.16 
  10.78 
     11 
  10.16 
  37.93 
  26.88 
  20.46 
  33.05 
  24.37 
  10.46 
  54.49 
  88.41 
  20.83 
  21.74 
  73.14 
  32.75 
  96.32 
  44.15 
  61.56 
  17.28 
  16.73 
  77.96 
  14.91 
   55.8 
  84.39 
  69.88 
  10.18 
  10.66 
   10.7 
  45.26 
  21.91 
  13.24 
  12.94 
  16.99 
  21.53 
  17.74 
  19.45 
  16.61 
  10.13 
  13.38 
  10.18 
  10.57 
  10.02 
  11.84 
  66.54 
  74.17 
   59.6 
  16.14 
  17.88 
10.1101 
  14.95 
  30.68 
     45 
   32.8 
  10.27 
  32.78 
  17.23 
  32.97 
  26.84 
  50.77 
   10.1 
  31.58 
  53.01 
  10.14 
  68.64 
  40.33 
  13.46 
  20.76 
  50.92 
  62.76 
  10.26 
  85.39 
  16.29 
  10.23 
   31.5 
  54.21 
  11.82 
  27.22 
  11.36 
  13.01 
  50.69 
   67.5 
  50.91 
  27.67 
  71.75 
  20.15 
  43.54 
  96.26 
  27.21 
  10.74 
  20.57 
  10.83 
  12.81 
  28.08 
  22.47 
  10.45 
  92.35 
  38.17 
  22.85 
   12.7 
  40.14 
  15.76 
  20.93 
  12.86 
  75.26 
  10.16 
  10.61 
   45.7 
  16.35 
   39.1 
  16.99 
   41.1 
  74.65 
  11.59 
  17.76 
  34.84 
  98.16 
  23.45 
  77.72 
  28.43 
     28 
  35.07 
  12.86 
  13.05 
  35.82 
  35.39 
  64.03 
   51.5 
  72.72 
  17.11 
  24.01 
  47.36 
   13.2 
   19.3 
  82.43 
  98.71 
  10.85 
     14 
   20.3 
  28.87 
  55.57 
  10.73 
  51.96 
  28.69 
  41.22 
  31.32 
  20.98 
  20.28 
  28.08 
  12.83 
  23.58 
  10.97 
  11.78 
     14 
  35.79 
  42.88 
  11.69 
  42.45 
  10.94 
   54.1 
  29.16 
     16 
   27.6 
  20.16 
  65.04 
  47.13 
  22.39 
  29.54 
  13.03 
  82.84 
  11.56 
  35.77 
  19.54 
  75.65 
   33.4 
  18.31 
  24.72 
  67.54 
  84.31 
  77.97 
  12.89 
  49.95 
  19.59 
  12.31 
  77.41 
  55.55 
  41.03 
  16.65 
   93.1 
  15.12 
  26.11 
  13.23 
   10.4 
  34.84 
  38.19 
  13.02 
  74.59 
  27.42 
   22.1 
  14.08 
  98.27 
   11.4 
  19.87 
  11.79 
  38.98 
  81.12 
  76.39 
  10.81 
  24.38 
  47.32 
  12.89 
   97.8 
  66.15 
  38.44 
  15.15 
  16.71 
  10.42 
  15.97 
  12.62 
  11.38 
  41.32 
  14.06 
   17.3 
  34.41 
  17.56 
   77.8 
  15.02 
  56.85 
     31 
  53.88 
  57.88 
  21.21 
  85.22 
  15.92 
  17.31 
  47.69 
  13.74 
     64 
  33.64 
  51.72 
  23.62 
  28.34 
  31.67 
   17.5 
  12.41 
  10.03 
  20.39 
  14.71 
  25.99 
  35.17 
  61.35 
  43.29 
  23.52 
  23.28 
  29.97 
  11.38 
  19.13 
  11.72 
   62.3 
  17.99 
  34.07 
  76.95 
  60.45 
  44.24 
  10.83 
  16.03 
   68.7 
  26.44 
  34.21 
  26.84 
   13.1 
  76.27 
  19.96 
  20.25 
  14.97 
  63.91 
  21.93 
  17.04 
  25.71 
  79.53 
  13.11 
     17 
  15.55 
  18.25 
  19.47 
  36.57 
  35.74 
  24.45 
  45.74 
  51.91 
  50.29 
  30.71 
  16.01 
  10.45 
  15.33 
  62.46 
  90.04 
  22.47 
  95.79 
  12.93 
  66.88 
  43.77 
  66.86 
  11.24 
  78.62 
  44.44 
  87.47 
  79.31 
  79.17 
  22.46 
  24.76 
  25.66 
  13.69 
  18.47 
  21.32 
  32.82 
  16.43 
  60.02 
   33.6 
  33.54 
  56.74 
  32.88 
  26.92 
  12.34 
  14.75 
  32.85 
  10.71 
  52.46 
  98.69 
  24.32 
  17.96 
  13.07 
  77.47 
  55.47 
  36.25 
   14.2 
  17.68 
  26.26 
  15.58 
   17.9 
  16.68 
  22.27 
  13.77 
  12.53 
  10.52 
  79.37 
  22.32 
  10.91 
  22.78 
   22.8 
  64.21 
  76.87 
  49.64 
  75.74 
  41.08 
  22.31 
  95.93 
  68.58 
  25.73 
  32.65 
  12.19 
  14.97 
  29.29 
   19.5 
  37.68 
  65.18 
  13.23 
  44.16 
  27.91 
  10.97 
  15.96 
  41.61 
  23.45 
  17.63 
  97.42 
  15.48 
  20.57 
  26.08 
  28.51 
  28.83 
  21.32 
  16.76 
  15.23 
  63.71 
  11.53 
     26 
  17.89 
   31.4 
  14.87 
  39.19 
  51.92 
  25.73 
  16.04 
  17.96 
  10.92 
  15.25 
  13.25 
     18 
  17.78 
  15.09 
  50.23 
   75.1 
   86.1 
   63.6 
  45.74 
  10.77 
  10.07 
  10.93 
  24.18 
  10.08 
  27.84 
  14.46 
   11.5 
  55.55 
  16.03 
   15.3 
  25.07 
  29.92 
  12.93 
  18.38 
  26.22 
  35.65 
  69.93 
   13.9 
  11.29 
  76.26 
  37.03 
  10.55 
  45.91 
  94.77 
  28.13 
  11.47 
  10.32 
  11.15 
  47.86 
  32.03 
  44.47 
15.2268 
   75.8 
  15.06 
     40 
  44.31 
  13.05 
  31.76 
   16.8 
  13.14 
  29.83 
  91.51 
   49.1 
  29.43 
  30.26 
  24.96 
   16.8 
  11.14 
  19.36 
  69.29 
  21.02 
  52.56 
  17.83 
  52.21 
   25.7 
  22.02 
  18.78 
  19.41 
  16.46 
  22.91 
  12.28 
  18.04 
  35.02 
  64.37 
  13.38 
  29.58 
  96.23 
  79.77 
  12.93 
   39.7 
  58.22 
  60.74 
  81.76 
   13.9 
  22.78 
  30.28 
  12.02 
  22.21 
  11.34 
  15.78 
  33.03 
  14.89 
  48.78 
  35.11 
  60.97 
  25.87 
  53.44 
  11.02 
   66.3 
  51.37 
  10.78 
   40.8 
  17.52 
  27.46 
  12.56 
   21.3 
   23.5 
  31.21 
   11.9 
  62.08 
   11.3 
  15.55 
  20.98 
  20.99 
   31.8 
  62.38 
  15.47 
  22.19 
  76.32 
  99.66 
  33.92 
   26.2 
  16.92 
  13.68 
  24.78 
  64.87 
  23.55 
  25.78 
  47.38 
  69.63 
  42.87 
  60.58 
  14.29 
  50.55 
  41.33 
     44 
  14.26 
     41 
   15.5 
  42.77 
  39.59 
  42.02 
  42.13 
  22.54 
  55.05 
  18.33 
  13.72 
  23.74 
  33.81 
  33.86 
  24.98 
   33.4 
  27.15 
  14.55 
  28.23 
  17.36 
  93.32 
  30.29 
  71.09 
  10.81 
  55.58 
   13.3 
  38.79 
  22.65 
  36.06 
  79.96 
  11.29 
  26.76 
   14.8 
  37.47 
  28.69 
   10.5 
  14.68 
   10.9 
  16.83 
  49.64 
  21.25 
  79.06 
  14.64 
  52.83 
  29.71 
  60.65 
  36.42 
  43.43 
  44.73 
  34.63 
   73.1 
  18.57 
  42.13 
  69.82 
   15.8 
  55.37 
  15.02 
  20.43 
  40.83 
  12.39 
  37.89 
  43.36 
  36.66 
  27.66 
  45.21 
  21.92 
   32.2 
   13.5 
  12.45 
  28.22 
  19.25 
  98.71 
  66.69 
  11.36 
  52.45 
  26.19 
  76.37 
     74 
  28.56 
  23.94 
  71.85 
  21.01 
  63.75 
  35.09 
     32 
  46.09 
  29.23 
  11.47 
  10.06 
  87.97 
  15.57 
  98.21 
  26.34 
  63.89 
  63.79 
  43.13 
  32.52 
  31.85 
  86.17 
  42.74 
  71.02 
  15.23 
  16.54 
  63.59 
  38.14 
  16.14 
  36.12 
  13.98 
  61.66 
  33.32 
  17.96 
  30.17 
  16.42 
  12.15 
  23.16 
  62.11 
  44.63 
   21.2 
  17.22 
   67.6 
   12.4 
  73.65 
  43.99 
  45.61 
  95.49 
  58.47 
     29 
  68.05 
  12.62 
  38.84 
  35.11 
  15.94 
  10.14 
  13.95 
  69.78 
     36 
   95.3 
  17.96 
   27.6 
  56.93 
  10.19 
  19.68 
  47.69 
  12.81 
  15.77 
  16.77 
  27.48 
  92.44 
  72.72 
  14.38 
  59.54 
   44.7 
  50.06 
  21.64 
  76.74 
  21.75 
  38.48 
  38.53 
  77.87 
  20.12 
  23.36 
  24.05 
   31.7 
   28.8 
  30.99 
  10.78 
  44.74 
  13.71 
  30.12 
  17.37 
  16.12 
  64.91 
  84.66 
   10.3 
  14.78 
  15.98 
  51.34 
  25.24 
  22.15 
  24.02 
  60.68 
  13.68 
  37.46 
  24.89 
  27.62 
  82.94 
  79.27 
  29.86 
  28.84 
  26.75 
  20.31 
  54.54 
  82.37 
  83.38 
  27.41 
  29.25 
  12.99 
27.9803 
  17.22 
  21.66 
  13.69 
  83.27 
   12.5 
  13.24 
  62.72 
  30.45 
  33.37 
  13.97 
  20.95 
  49.73 
  76.21 
  27.19 
  30.28 
  14.71 
  36.32 
   45.7 
  11.23 
  47.52 
  26.02 
  28.17 
  26.05 
  29.57 
  38.23 
   16.7 
  19.85 
  24.43 
  58.49 
  44.99 
   26.5 
  63.27 
   14.5 
   21.9 
   18.8 
  48.53 
  23.77 
  29.17 
  29.64 
  13.21 
  34.07 
  15.91 
  22.13 
 13.685 
  35.15 
  11.67 
  40.58 
  41.11 
  59.47 
  93.77 
  21.01 
  26.84 
  46.95 
  83.88 
  14.33 
  12.96 
   17.5 
  47.76 
   36.1 
  75.68 
     45 
  14.85 
  18.66 
  34.29 
  33.14 
  25.05 
  26.65 
  11.47 
  17.09 
  12.68 
  20.69 
  15.32 
  18.16 
  10.82 
   12.8 
  31.38 
  58.56 
  10.87 
  17.12 
  10.82 
  14.77 
   22.6 
   10.2 
  25.18 
  28.52 
   30.2 
  69.48 
  33.83 
  17.53 
  17.66 
  18.85 
  30.85 
  23.64 
  18.77 
  38.17 
  23.92 
  18.49 
  58.11 
     25 
  32.91 
   29.5 
  53.65 
  28.25 
  44.62 
  16.46 
   36.4 
  28.08 
  32.07 
  48.36 
  33.79 
     71 
  43.83 
  26.36 
  48.62 
   27.9 
  22.42 
  11.84 
  41.64 
  82.36 
   43.6 
   10.7 
  86.26 
  84.37 
  20.11 
  40.17 
  25.99 
     28 
  42.95 
  73.53 
  96.71 
  60.12 
  74.45 
  51.21 
  13.44 
10.5021 
  95.32 
  20.69 
  41.14 
   21.6 
  36.65 
  34.34 
  32.27 
  64.26 
  12.48 
  21.87 
  43.67 
  68.41 
  64.08 
  44.22 
  64.12 
  12.52 
  36.53 
  24.86 
  12.09 
  42.34 
  38.18 
  17.48 
  77.41 
   37.7 
  12.63 
  11.37 
  32.55 
  97.04 
  30.68 
  57.97 
  36.86 
  12.33 
  18.11 
  20.69 
  17.71 
  26.36 
  77.79 
  10.29 
  71.04 
  18.05 
  24.83 
  35.54 
  16.06 
  95.55 
  42.78 
  47.67 
  40.79 
  21.02 
  57.95 
  47.43 
  66.53 
  50.18 
  46.09 
   14.1 
  17.22 
     11 
  10.98 
  36.92 
  15.05 
  71.11 
  23.41 
  16.58 
  28.46 
