Fpettm 
  2.77 
  7.24 
  7.27 
  7.24 
 32.15 
  26.3 
 11.02 
  9.57 
  4.62 
 20.76 
 18.65 
 31.36 
  5.68 
  6.76 
  8.46 
  6.67 
 12.21 
   6.3 
     9 
 29.96 
 10.23 
 11.77 
 25.49 
 34.11 
  8.25 
 22.48 
  2.04 
 20.18 
  6.94 
  3.03 
  20.3 
  4.33 
 14.96 
 25.09 
  29.8 
 12.97 
 32.76 
  6.57 
  12.6 
  5.65 
  6.82 
 11.37 
  9.17 
 27.88 
  30.4 
  9.75 
 22.51 
  6.41 
 17.01 
  8.85 
 11.39 
  4.55 
 10.04 
  6.39 
 20.81 
 28.52 
 25.25 
 13.19 
  8.28 
  2.35 
 22.88 
 10.98 
 28.98 
 10.78 
 14.13 
  7.84 
 20.24 
  13.9 
 36.01 
   7.2 
 25.29 
 12.75 
 21.85 
  2.15 
 10.22 
 18.88 
 13.93 
  7.96 
  7.55 
 23.22 
 12.69 
 22.96 
  15.4 
 12.48 
 11.85 
 21.74 
 20.19 
 23.49 
 11.85 
  15.1 
   2.3 
  6.74 
 22.45 
     3 
 14.38 
 36.57 
  12.1 
   3.3 
  7.09 
 20.02 
 19.76 
  4.65 
  6.35 
  4.72 
 12.99 
  3.35 
 22.52 
   8.3 
 10.06 
  27.2 
 10.89 
 18.25 
 24.06 
  4.51 
 18.01 
 19.73 
 28.76 
 11.53 
  9.41 
 15.55 
 13.56 
 28.35 
 15.58 
 39.71 
  7.79 
 29.68 
  7.03 
  9.16 
 23.03 
 16.39 
 33.47 
  23.9 
  6.21 
 23.21 
  9.89 
 10.83 
  6.35 
 14.18 
  6.57 
  7.47 
  6.42 
 32.36 
 10.56 
 24.14 
 32.98 
 36.75 
 34.51 
 23.09 
   8.4 
 10.24 
 10.58 
 11.52 
 16.22 
  6.87 
 17.95 
  2.51 
 12.93 
  8.64 
 11.09 
  4.44 
  5.94 
 18.46 
 21.26 
 23.22 
  5.81 
 36.73 
  6.68 
 12.22 
 25.48 
 26.65 
 10.45 
 12.99 
 10.01 
 18.74 
   6.2 
 11.85 
 38.58 
 18.24 
     8 
 10.14 
 29.92 
     9 
 12.25 
 10.84 
     5 
 10.88 
  2.26 
  11.5 
  9.98 
 36.34 
  21.6 
  20.5 
 16.27 
 10.26 
  9.37 
  8.07 
 30.56 
 38.58 
  8.48 
 12.28 
 28.91 
 20.03 
 21.98 
 18.61 
 29.32 
 20.62 
 18.76 
 17.28 
 38.92 
 19.54 
  7.26 
 17.54 
 16.61 
 13.75 
 20.38 
 19.71 
  18.7 
  6.79 
  7.89 
 12.04 
 15.36 
 37.18 
 13.48 
  18.8 
 11.54 
 13.15 
  7.79 
  9.27 
 19.13 
 13.13 
  4.22 
 17.52 
  4.46 
 16.09 
 29.22 
  6.82 
 24.37 
 12.53 
  5.45 
  5.32 
 19.53 
 20.41 
  17.9 
  8.78 
 28.85 
 29.75 
 16.45 
 18.72 
   7.8 
 21.22 
 17.36 
 13.34 
 17.72 
 25.24 
 16.86 
 31.01 
 18.96 
 22.03 
  7.99 
  8.91 
  5.04 
 38.37 
  29.2 
 17.34 
 10.94 
  6.86 
  22.9 
 20.35 
   7.7 
 33.16 
  9.08 
 29.65 
  4.61 
  4.86 
 19.05 
 19.57 
 24.63 
 29.92 
  1.74 
 17.07 
 34.88 
 33.55 
  7.92 
 12.48 
 10.01 
 29.62 
 27.43 
  7.56 
  4.35 
 11.33 
  7.18 
   7.5 
 29.47 
  7.34 
  32.1 
 37.98 
 15.02 
  7.43 
  7.17 
 19.59 
  5.37 
  7.09 
  9.49 
 17.04 
 16.46 
 12.24 
 11.29 
 31.97 
  6.15 
 19.46 
 16.67 
 28.52 
 13.26 
 17.68 
 18.79 
 20.92 
 16.24 
 12.24 
 25.92 
  8.24 
  8.08 
 28.17 
 18.03 
  6.85 
   9.7 
 11.04 
   8.9 
  8.69 
  8.26 
 36.64 
  7.44 
 10.89 
  9.02 
  8.54 
 19.21 
 27.56 
  1.79 
 21.85 
 18.44 
 27.46 
  9.79 
  6.82 
  8.84 
  32.8 
 11.33 
 16.42 
 13.97 
 22.33 
 17.06 
  7.59 
  6.84 
  7.37 
  8.59 
 17.81 
 28.76 
 10.81 
  7.12 
  8.41 
 11.62 
  6.03 
 30.41 
  8.97 
  5.16 
  7.84 
 33.47 
 27.68 
  28.1 
 11.52 
 14.68 
  7.75 
 11.22 
 21.81 
 21.64 
 22.08 
  6.82 
  8.63 
  7.48 
 13.18 
  8.42 
 22.95 
  7.28 
  7.55 
 34.87 
 31.49 
  7.71 
  7.51 
 13.67 
 10.58 
  9.29 
 34.75 
 12.58 
 13.68 
  23.4 
 12.88 
  21.4 
  7.19 
  8.61 
  6.66 
  5.75 
 27.48 
  6.64 
  4.35 
 14.55 
 21.03 
  6.85 
  7.28 
  9.32 
 19.81 
 27.24 
 20.15 
 12.08 
 19.14 
 33.92 
 24.33 
  7.58 
  8.65 
  4.86 
  6.95 
  6.76 
 13.24 
 31.57 
 35.98 
 12.22 
 12.25 
 16.96 
  4.75 
  9.09 
 13.38 
  4.21 
 18.79 
 11.56 
  14.8 
 22.53 
 14.74 
 18.85 
 18.38 
 36.43 
 21.33 
 17.29 
 14.92 
  6.32 
 12.51 
 10.08 
  6.88 
  18.4 
  8.98 
 18.08 
   7.8 
 10.27 
  7.37 
 20.74 
 25.68 
  6.18 
  13.1 
 18.23 
 21.34 
 17.63 
 10.43 
  17.4 
 15.28 
 14.93 
 10.62 
 25.84 
  5.03 
 16.65 
  5.48 
 24.07 
  4.74 
 25.39 
 30.03 
  8.37 
  7.09 
  6.99 
  5.26 
 20.54 
  9.35 
  6.09 
  7.73 
  9.66 
 17.69 
 28.57 
 28.74 
 17.41 
  5.65 
 10.31 
  1.98 
  8.35 
  3.17 
 38.62 
  7.32 
 38.16 
  8.45 
 20.53 
    35 
 14.58 
  7.72 
 17.83 
  2.12 
 14.41 
  3.07 
 21.19 
 38.86 
 19.99 
  36.5 
 26.48 
 33.75 
  5.26 
 15.54 
 23.35 
 13.83 
 37.89 
   6.9 
  20.9 
  6.38 
  5.77 
 10.26 
 12.67 
   5.3 
 14.14 
 19.09 
    20 
 20.07 
  8.23 
  6.31 
 10.12 
 19.93 
 13.24 
 33.48 
 15.22 
  7.54 
 12.63 
 14.22 
  5.33 
 10.96 
 11.75 
 16.28 
 15.77 
  6.21 
 30.14 
 26.87 
 31.59 
 32.37 
 19.93 
  6.27 
 10.94 
 37.21 
 10.26 
 23.86 
 11.52 
  6.06 
  5.29 
 11.96 
 20.57 
  7.79 
 11.73 
 21.01 
 11.13 
 10.64 
  23.9 
 11.47 
  6.36 
 21.32 
 21.38 
  8.38 
 31.77 
 15.66 
 24.47 
  3.16 
  8.13 
  6.99 
  7.33 
 18.82 
 20.68 
  6.23 
  6.58 
  25.8 
  9.49 
 17.55 
 26.56 
  7.17 
   7.5 
  6.38 
  19.3 
 37.34 
 39.03 
 22.02 
  8.43 
  9.02 
  5.25 
 19.01 
 24.77 
  6.67 
 15.27 
  32.3 
  6.95 
 15.81 
 18.86 
 38.45 
  36.7 
  5.23 
 18.29 
 13.11 
 11.84 
 18.84 
 27.75 
  8.82 
  6.71 
 25.97 
 24.67 
  6.68 
 14.37 
 12.67 
 15.45 
  6.31 
  5.24 
  8.55 
 11.75 
 10.71 
 38.14 
  8.48 
 11.54 
 16.19 
    20 
  3.12 
 14.63 
   4.6 
  21.2 
  8.48 
 30.18 
 12.81 
 12.88 
 36.95 
 39.23 
 38.29 
  28.5 
  4.57 
 29.85 
 38.54 
 11.93 
 13.79 
 19.41 
  23.6 
 11.12 
 22.72 
  9.76 
   2.6 
 23.73 
 11.76 
 14.96 
 18.85 
 27.12 
  6.54 
 19.17 
 19.73 
 25.28 
  8.39 
 19.83 
 13.03 
 30.71 
 24.14 
  9.55 
 32.75 
 22.56 
 39.18 
 12.42 
  9.57 
 15.75 
 38.32 
 23.98 
  23.2 
 23.38 
  5.51 
 29.47 
 12.67 
 29.21 
  7.87 
 20.96 
 17.81 
 18.06 
 13.89 
 30.47 
 13.07 
 30.95 
 18.82 
 27.45 
  3.22 
 25.78 
 15.38 
 17.36 
 27.47 
   5.1 
 20.56 
 16.85 
 24.04 
  6.25 
  9.74 
 15.96 
 20.68 
 17.31 
 11.32 
  8.53 
  14.8 
 12.35 
   9.1 
 11.96 
  7.33 
  9.81 
 20.93 
 20.85 
  22.8 
 26.94 
  8.33 
  7.97 
 16.93 
 16.94 
  5.43 
   8.1 
 36.15 
  8.49 
  18.3 
  0.78 
 15.79 
 22.18 
 15.42 
  8.21 
  8.51 
  7.57 
  15.5 
 23.74 
 12.75 
  19.3 
  5.08 
 12.74 
 27.55 
  18.9 
 24.27 
  9.85 
  9.86 
 33.89 
  9.49 
 13.52 
 13.28 
 22.38 
 28.04 
 15.53 
  4.82 
 17.76 
 19.84 
 23.49 
  14.4 
 35.59 
 18.16 
 16.06 
 21.32 
  5.51 
 16.81 
 21.78 
 27.02 
 24.24 
 18.75 
    15 
  7.41 
 19.81 
  8.53 
   8.5 
 18.75 
 35.76 
 11.21 
 31.59 
 14.33 
 31.58 
 17.04 
   7.2 
 15.46 
 16.67 
  9.91 
  4.13 
 38.76 
 26.95 
 36.09 
   9.2 
 12.69 
 22.96 
  15.4 
 33.44 
  6.87 
   9.7 
 11.64 
  5.95 
  9.03 
   6.5 
  7.22 
  7.22 
  9.19 
 25.64 
  4.07 
 17.93 
   9.9 
 15.68 
  5.87 
 14.41 
 22.52 
 11.07 
  8.04 
  23.9 
 14.54 
 30.17 
  8.25 
 16.86 
  6.68 
  33.9 
 14.61 
 12.67 
  33.9 
  5.39 
  3.92 
 18.11 
  3.43 
 17.66 
 23.35 
 12.87 
 32.35 
 38.83 
 21.96 
 21.64 
  6.68 
  8.06 
  5.47 
 16.25 
 30.81 
 10.81 
 33.53 
  6.48 
 33.05 
 27.53 
  11.7 
 29.86 
 13.65 
 28.45 
 26.63 
  5.89 
 11.46 
 12.68 
 29.49 
  7.63 
 22.13 
 20.83 
     6 
  8.79 
  24.8 
  7.08 
  5.64 
  8.85 
  9.06 
   9.2 
 27.41 
  6.79 
 10.69 
 39.24 
  8.32 
 17.34 
 18.03 
 15.54 
  5.35 
    35 
 34.08 
 22.43 
 32.18 
    15 
 35.91 
  7.54 
 26.92 
 28.68 
  8.06 
  6.55 
  5.67 
  34.9 
  6.97 
 22.84 
 18.34 
  18.6 
     7 
  13.3 
 13.36 
  6.19 
 26.96 
  3.95 
 26.58 
 12.95 
 10.99 
 26.01 
 23.68 
 15.23 
     6 
 10.88 
  7.55 
 10.19 
  7.52 
 22.77 
 26.56 
  21.2 
 16.95 
 30.49 
 12.57 
 14.81 
  8.82 
 17.03 
   8.9 
 15.13 
 10.28 
 32.45 
 20.12 
 19.22 
 18.07 
 15.01 
  29.8 
  6.77 
 13.48 
  7.82 
  1.18 
 37.89 
 18.07 
 18.71 
 12.03 
 14.39 
  2.81 
 12.51 
 19.93 
 20.96 
 38.73 
  4.05 
  8.12 
  5.81 
  3.78 
  22.2 
 32.56 
 18.35 
  20.6 
 20.71 
 32.12 
 14.08 
  5.83 
 32.56 
 35.27 
  8.87 
 13.03 
  7.14 
 17.15 
 17.35 
 34.16 
 18.42 
  26.4 
 13.18 
 23.66 
 20.36 
  9.94 
 17.32 
  8.49 
 14.72 
 11.07 
  11.6 
   9.4 
 18.69 
  8.34 
 16.75 
  2.94 
  9.72 
  9.69 
  6.56 
 16.39 
  4.22 
 19.53 
 35.59 
  9.66 
 11.72 
   7.9 
 36.33 
 16.33 
  6.62 
  18.5 
 32.43 
  5.23 
 38.62 
 12.46 
 36.21 
 32.35 
  8.34 
 14.95 
 11.43 
  7.68 
  21.4 
  6.87 
  4.75 
 34.84 
  4.81 
 26.39 
 30.25 
 14.69 
 39.45 
  33.9 
 10.51 
 25.48 
  9.65 
  6.94 
 21.96 
 15.95 
  9.53 
 25.51 
 11.84 
   8.1 
  3.61 
  9.67 
 11.17 
  7.25 
  9.35 
  9.33 
 13.42 
  9.29 
 15.58 
 39.24 
  6.19 
  3.52 
 10.88 
 23.47 
 26.97 
 10.73 
  8.71 
  2.25 
 11.67 
 18.34 
 18.61 
 12.26 
  7.04 
 19.02 
 15.44 
 26.29 
 12.94 
 26.12 
  9.17 
 20.81 
  7.56 
 11.03 
  4.94 
  5.72 
 31.44 
 13.26 
  6.05 
  5.37 
  9.06 
 11.73 
 23.61 
  8.81 
 23.67 
 21.52 
  7.25 
 14.05 
 26.06 
  6.69 
  8.14 
 14.91 
 24.45 
  6.35 
  9.92 
 14.72 
 13.42 
 31.25 
  24.1 
  5.12 
  29.9 
 15.81 
 15.47 
 10.52 
 12.44 
  7.22 
 33.29 
 22.97 
 39.91 
 20.47 
 11.94 
 12.15 
 12.72 
 16.92 
 24.87 
 18.53 
 31.32 
  21.2 
  8.67 
   8.4 
  15.8 
 22.44 
  6.97 
 26.76 
 22.02 
 23.11 
 18.52 
 17.02 
 25.96 
  8.02 
 33.46 
 24.02 
 11.92 
 26.45 
  9.51 
  8.83 
 20.48 
 12.26 
 30.67 
 18.52 
 14.17 
 11.75 
  9.16 
 27.83 
 18.21 
 11.87 
  20.6 
  5.22 
  9.74 
     9 
  8.57 
 14.49 
 12.52 
 26.28 
  8.45 
  9.94 
 31.51 
 17.54 
  36.6 
 14.81 
  7.27 
 28.33 
  5.45 
 20.97 
  8.86 
 22.16 
   4.5 
  9.92 
  3.93 
 19.18 
 14.22 
 21.92 
  6.39 
   7.5 
 29.77 
 21.64 
  7.44 
  3.98 
  6.49 
 36.27 
  26.3 
 22.77 
 11.14 
  7.64 
 28.24 
 20.38 
 12.47 
 32.26 
  9.49 
 13.18 
   9.7 
 23.32 
 14.87 
 21.26 
 15.67 
 28.23 
  7.63 
 13.56 
  5.24 
 14.49 
  9.75 
   8.8 
  31.5 
  9.63 
 10.27 
 33.26 
 23.87 
 27.17 
 15.94 
  6.81 
  5.57 
  8.86 
 25.52 
   8.8 
 24.03 
 28.54 
 37.57 
 23.28 
 25.14 
 25.48 
 15.09 
  8.88 
  4.91 
 11.76 
  10.3 
 15.38 
 30.27 
 20.11 
 33.47 
  8.99 
  9.93 
  25.1 
 10.51 
 11.99 
 22.43 
  8.81 
 10.46 
 28.87 
 33.15 
 12.02 
  14.5 
 37.21 
  9.78 
  11.9 
  6.88 
 12.95 
 17.36 
  4.13 
  6.22 
  6.49 
  1.76 
  8.13 
  8.88 
 29.34 
 22.16 
 15.94 
 16.92 
 19.22 
 23.77 
 17.16 
 23.01 
 21.56 
  8.91 
  6.77 
  4.95 
  2.87 
  39.8 
  12.8 
 12.28 
 11.04 
    28 
 13.35 
 20.53 
 18.63 
 16.27 
   7.7 
  6.64 
 13.21 
 11.54 
 11.72 
 16.52 
   8.3 
 11.44 
 15.43 
  7.85 
 19.99 
 22.19 
 14.65 
 29.07 
 13.22 
  8.57 
 11.43 
  22.4 
 24.76 
  9.39 
  8.98 
  13.3 
  28.5 
 39.19 
 26.93 
 22.52 
 28.04 
 22.61 
 15.69 
 12.13 
 22.19 
  7.14 
 13.81 
 15.49 
  8.91 
 13.96 
  5.47 
  4.48 
 11.15 
  8.51 
 21.81 
  6.17 
 11.86 
 27.31 
 14.43 
 11.46 
 12.27 
  8.06 
  6.88 
   5.9 
 14.37 
  25.3 
 12.87 
 11.39 
  8.05 
  18.4 
  9.82 
  7.06 
 17.69 
 10.65 
   7.6 
 28.13 
 28.38 
  8.39 
 18.32 
 32.82 
 16.41 
  7.04 
  14.1 
 17.77 
   8.5 
 18.51 
  9.85 
  6.75 
 19.05 
 22.88 
 18.54 
 13.17 
  15.1 
 33.94 
  7.11 
 24.44 
 13.53 
   5.2 
 23.93 
  2.85 
  5.72 
 34.38 
 22.72 
   3.7 
 29.76 
 21.02 
  9.72 
 12.01 
 10.26 
 23.19 
 13.76 
 34.46 
 12.89 
 11.04 
 15.13 
  1.27 
  5.27 
  9.05 
 12.48 
 20.32 
 11.03 
  5.91 
 20.47 
 13.33 
 13.91 
  4.35 
 22.59 
 36.48 
 11.96 
 29.74 
   7.6 
  8.95 
  8.27 
   8.8 
  0.59 
 10.95 
 25.81 
 11.58 
 11.16 
 19.61 
 28.25 
  9.05 
   6.7 
 18.19 
 33.36 
 27.37 
  7.14 
  7.99 
  8.26 
  5.33 
  16.9 
 10.57 
 14.82 
  6.51 
  9.15 
 24.86 
 26.13 
 39.74 
 29.42 
  5.42 
 22.32 
 27.11 
  3.52 
 12.35 
  4.91 
 35.26 
 10.47 
  28.1 
 15.08 
 20.56 
  2.48 
  8.66 
  5.66 
  9.73 
  33.4 
  6.19 
 32.77 
  8.01 
 19.12 
 26.65 
 32.17 
 23.01 
 29.59 
 19.71 
 37.75 
  2.72 
 13.03 
 21.64 
 32.98 
 16.34 
 21.83 
  7.08 
  8.07 
 17.49 
  8.69 
 21.24 
 10.96 
  8.83 
 24.69 
 23.01 
 20.15 
 28.18 
 34.41 
 27.64 
 18.83 
  28.7 
  5.56 
 16.55 
 26.48 
 19.55 
 23.38 
 17.52 
   8.8 
  9.74 
  8.18 
  8.73 
  5.66 
  7.34 
  6.03 
  2.52 
  9.68 
  10.3 
 28.32 
 11.24 
 26.24 
 15.88 
 12.61 
 13.11 
 33.83 
 23.69 
  9.89 
  5.34 
 16.55 
   8.3 
  7.68 
 31.63 
  8.66 
 21.79 
  6.66 
  19.5 
  6.32 
  7.32 
  7.17 
 13.92 
 14.44 
 13.81 
  6.15 
  9.79 
 12.03 
 22.05 
 18.32 
 18.58 
 12.34 
 17.39 
  17.7 
 15.89 
  6.27 
 10.34 
 30.59 
  7.95 
 11.64 
 23.56 
  6.57 
  30.3 
 10.23 
 33.73 
  9.48 
  2.47 
 10.71 
 14.01 
 12.21 
 12.23 
 27.05 
     7 
  4.95 
  7.28 
 38.29 
 38.37 
 18.58 
 18.08 
 12.79 
 15.81 
 13.11 
 13.64 
 26.55 
 29.91 
 11.32 
  7.58 
 27.05 
  7.22 
 21.21 
  8.45 
   9.3 
  1.07 
  6.39 
 14.83 
 14.71 
 39.59 
  6.76 
 28.72 
  7.58 
  6.48 
  5.84 
  8.11 
 24.98 
  7.83 
 10.16 
 19.42 
 17.83 
  20.2 
  22.6 
 14.19 
  9.73 
  8.09 
 10.85 
 27.79 
   7.9 
 22.09 
  25.1 
 22.03 
 15.44 
 34.62 
   5.6 
  7.26 
  12.4 
 13.09 
 28.86 
  15.4 
 39.35 
 14.74 
 19.81 
  31.6 
   5.3 
  6.08 
 33.08 
 13.18 
    18 
 32.51 
 14.12 
 20.28 
  8.12 
 20.15 
 25.98 
  8.26 
  9.98 
 23.78 
 12.79 
  9.61 
  8.57 
  8.03 
 17.94 
 21.42 
 22.34 
 13.52 
 20.93 
  6.44 
 38.86 
 33.91 
   5.7 
  18.4 
 25.69 
  9.34 
 19.97 
 27.94 
  25.8 
 32.93 
 20.78 
 31.53 
 14.22 
 38.11 
  1.04 
  6.51 
 28.94 
  9.23 
 37.95 
  2.35 
 17.64 
